mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__solver,param_lr__penalty,param_lr__class_weight,param_lr__C,params,split0_test_business_loss,split1_test_business_loss,split2_test_business_loss,split3_test_business_loss,split4_test_business_loss,split5_test_business_loss,split6_test_business_loss,split7_test_business_loss,split8_test_business_loss,split9_test_business_loss,split10_test_business_loss,split11_test_business_loss,split12_test_business_loss,split13_test_business_loss,split14_test_business_loss,split15_test_business_loss,split16_test_business_loss,split17_test_business_loss,split18_test_business_loss,split19_test_business_loss,mean_test_business_loss,std_test_business_loss,rank_test_business_loss,split0_test_fbeta_loss,split1_test_fbeta_loss,split2_test_fbeta_loss,split3_test_fbeta_loss,split4_test_fbeta_loss,split5_test_fbeta_loss,split6_test_fbeta_loss,split7_test_fbeta_loss,split8_test_fbeta_loss,split9_test_fbeta_loss,split10_test_fbeta_loss,split11_test_fbeta_loss,split12_test_fbeta_loss,split13_test_fbeta_loss,split14_test_fbeta_loss,split15_test_fbeta_loss,split16_test_fbeta_loss,split17_test_fbeta_loss,split18_test_fbeta_loss,split19_test_fbeta_loss,mean_test_fbeta_loss,std_test_fbeta_loss,rank_test_fbeta_loss
16.53056344985962,4.65097921704237,43.205947721004485,0.6233554448340802,liblinear,l2,"{0: 0.45, 1: 0.55}",0.1,"{'lr__solver': 'liblinear', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 0.1}",-153118.0,-150050.0,-164757.0,-146454.0,-142538.0,-166171.0,-151778.0,-142006.0,-151621.0,-152103.0,-154202.0,-144127.0,-138565.0,-165548.0,-110293.0,-149653.0,-145293.0,-155981.0,-148762.0,-144911.0,-148896.55,11605.574740076423,9,0.2920692756497475,0.308742635997198,0.22787874535120342,0.32804226753427945,0.34892982715656046,0.21992571502220348,0.2993322588072761,0.35175393711979075,0.3002657524475686,0.2976224742386736,0.28618595737803326,0.3404893287121489,0.36990070311703904,0.22343327440673402,0.5133889472762304,0.31084959816303104,0.3342507051582181,0.2764601073676416,0.3156748079348699,0.3363118673468223,0.3140754093092635,0.061309999204247,9
16.518819952011107,4.291263737627594,43.77047671079636,0.5196189611374277,liblinear,l2,"{0: 0.55, 1: 0.45}",1000.0,"{'lr__solver': 'liblinear', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.55, 1: 0.45}, 'lr__C': 1000.0}",-125900.0,-128627.0,-155142.0,-107147.0,-132083.0,-134292.0,-131814.0,-130821.0,-125529.0,-129011.0,-142849.0,-120746.0,-152432.0,-154468.0,-106515.0,-140327.0,-112268.0,-130913.0,-150615.0,-149177.0,-133033.8,14414.376280644265,5,0.43536002857015316,0.42143256855064354,0.2810430320052707,0.528793697900755,0.4036328076702597,0.39219883726170623,0.4050227540873083,0.41016435743535085,0.43726172162397164,0.41947003705486585,0.3472443634707356,0.4614599964520135,0.29579833869053784,0.2847293598641891,0.531876615092735,0.3605654592937436,0.5036938647814967,0.4096861429356912,0.30564974998563127,0.3134179364787956,0.3974250834602927,0.0745596262979047,5
6.978483211994171,1.3115372959344476,43.407153689861296,0.4882902993661983,lbfgs,l2,"{0: 0.95, 1: 0.05}",10.0,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.95, 1: 0.05}, 'lr__C': 10.0}",-196620.0,-194696.0,-194436.0,-190988.0,-203530.0,-191923.0,-192036.0,-196730.0,-194271.0,-187143.0,-196759.0,-192400.0,-192050.0,-194417.0,-191500.0,-194389.0,-196763.0,-194782.0,-191041.0,-179473.0,-193297.35,4521.385432309437,14,0.042247004967371195,0.05391883030141112,0.05553330177342413,0.07620164126611957,0.0,0.07060574526269936,0.0698957917286954,0.04163825849810071,0.05649683229361362,0.09904741285992638,0.04140232096540471,0.06779496864482701,0.06988395028861165,0.05559939301972686,0.0731630629323272,0.05572484794036591,0.041400304414003046,0.05338078291814947,0.07590132827324478,0.1441311647179292,0.06219834715329757,0.02707247507585677,14
828.3351815342903,962.2701120029171,40.81549959182739,1.964301801940558,newton-cg,l2,"{0: 0.45, 1: 0.55}",100.0,"{'lr__solver': 'newton-cg', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 100.0}",-1788.0,-154732.0,-168781.0,-144629.0,-1787.0,-163660.0,-1787.0,-153533.0,-172176.0,-149471.0,-1788.0,-150849.0,-170891.0,-1788.0,-119114.0,-1787.0,-153810.0,-149356.0,-1787.0,-1787.0,-93265.05,75451.93671899682,3,0.9827334794742789,0.2833000265684021,0.2052306788128122,0.3377946646584971,0.9827429697156982,0.23400179866618387,0.9827429697156982,0.28984671457076616,0.18596772860869465,0.3118616447474121,0.9827334794742789,0.30441330313725035,0.19324155489026662,0.9827334794742789,0.4696523797933308,0.9827429697156982,0.2882506406852446,0.3124713118516478,0.9827429697156982,0.9827429697156982,0.5638973866995918,0.3467716845818979,3
236.11689031124115,561.0086196309579,38.64535244703293,0.8373926993296514,newton-cg,l2,"{0: 0.55, 1: 0.45}",10.0,"{'lr__solver': 'newton-cg', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.55, 1: 0.45}, 'lr__C': 10.0}",-128001.0,-129483.0,-1788.0,-121904.0,-127897.0,-131701.0,-127731.0,-133163.0,-115298.0,-152704.0,-142509.0,-1788.0,-136610.0,-149851.0,-139153.0,-130991.0,-128875.0,-115730.0,-142711.0,-127914.0,-119290.1,40284.17859892392,4,0.42462488671075155,0.4170401075509746,0.9827334794742789,0.45562537469192,0.4251702582109748,0.40561639988767195,0.42601724195766666,0.39806032785409706,0.48868040873854834,0.2943277940396893,0.3490582143060376,0.9827334794742789,0.3801129943502825,0.30977973770642414,0.36675925401054355,0.4092720435539092,0.4201563059835185,0.4865403898493714,0.347978050002277,0.4250894454382827,0.459768809689575,0.18105667112591567,4
12.435927617549897,0.9085238728495365,38.34275983572006,0.5757565009226046,lbfgs,l2,"{0: 0.55, 1: 0.45}",1000.0,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.55, 1: 0.45}, 'lr__C': 1000.0}",-156614.0,-171499.0,-169007.0,-170528.0,-158273.0,-162660.0,-144348.0,-170674.0,-162368.0,-140108.0,-175313.0,-169530.0,-160743.0,-135861.0,-162127.0,-138135.0,-164235.0,-149572.0,-165986.0,-135085.0,-158133.3,12670.170622765896,12,0.2729820173457927,0.1898219129614341,0.20394365534756845,0.19535437059024466,0.263954445823234,0.23956182409967455,0.33930200729927007,0.19454817467516405,0.24123216117899451,0.36176634103724886,0.16799004503436832,0.20100236473370275,0.250270515550281,0.3840467672584049,0.2425390533923992,0.3721435604903059,0.23078451540511477,0.3113380766582511,0.22097667826311043,0.38808898309862333,0.2635823735121594,0.06913810638391855,12
1100.8829402685164,942.3292878559209,40.57530640363693,2.4155410791725735,newton-cg,l2,"{0: 0.45, 1: 0.55}",1.0,"{'lr__solver': 'newton-cg', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 1.0}",-1788.0,-140003.0,-167600.0,-1788.0,-154021.0,-164017.0,-1787.0,-1787.0,-1787.0,-149590.0,-1788.0,-1788.0,-1788.0,-1788.0,-140586.0,-1787.0,-154327.0,-149855.0,-1787.0,-151209.0,-69543.55,75134.14118992443,1,0.9827334794742789,0.36232459473869294,0.21190568407215704,0.9827334794742789,0.28712608379417437,0.23200514138817477,0.9827429697156982,0.9827429697156982,0.9827429697156982,0.31121951219512195,0.9827334794742789,0.9827334794742789,0.9827334794742789,0.9827334794742789,0.35923520595849046,0.9827429697156982,0.28543045592634947,0.3097837943347916,0.9827429697156982,0.30246920679463146,0.6735807702313374,0.3432616188965779,1
11.467156755924226,0.8822326087168965,37.13760159015656,0.63521015150483,lbfgs,l2,"{0: 0.45, 1: 0.55}",1.0,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 1.0}",-134448.0,-144027.0,-165313.0,-138800.0,-143565.0,-169699.0,-144724.0,-154426.0,-143544.0,-163997.0,-154099.0,-134970.0,-146843.0,-164029.0,-145622.0,-137804.0,-144221.0,-157883.0,-130762.0,-143037.0,-148090.65,10978.507436236494,7,0.3913856833754057,0.3410347303751154,0.22476183788591625,0.36864166761073974,0.34348405618783967,0.20001176885959748,0.33728188800255626,0.2849968250303066,0.343607969107747,0.2321165665677362,0.28678261070270394,0.38868281903559304,0.32600988151333543,0.2319440062630724,0.33251090855093324,0.37387565763421393,0.33996692706848375,0.26602344809991535,0.4104686904040744,0.34628609162947444,0.31849370169523794,0.05938864046478583,7
12.098336911201477,0.9691678729122405,39.243481922149655,0.8061556909149022,lbfgs,l2,"{0: 0.55, 1: 0.45}",0.1,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.55, 1: 0.45}, 'lr__C': 0.1}",-156614.0,-173663.0,-169007.0,-170538.0,-158273.0,-162660.0,-141061.0,-170674.0,-162368.0,-138569.0,-175313.0,-169320.0,-160743.0,-137089.0,-162087.0,-138424.0,-164235.0,-149572.0,-165986.0,-135145.0,-158067.05,12961.75676548129,11,0.2729820173457927,0.17745636028194334,0.20394365534756845,0.19529777610252544,0.263954445823234,0.23956182409967455,0.3567371697298771,0.19454817467516405,0.24123216117899451,0.3698628585665266,0.16799004503436832,0.20218772053634437,0.250270515550281,0.37762933324291037,0.24276088781124686,0.37062826217406564,0.23078451540511477,0.3113380766582511,0.22097667826311043,0.38777696340982126,0.26389597206184073,0.0707526292221812,11
12.432299339771271,3.116103188713652,41.70953233242035,2.3107360315487817,lbfgs,l2,"{0: 0.05, 1: 0.95}",0.01,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.05, 1: 0.95}, 'lr__C': 0.01}",-190788.0,-203200.0,-203131.0,-174553.0,-189646.0,-203270.0,-186680.0,-199454.0,-203380.0,-202772.0,-198045.0,-190334.0,-194869.0,-203360.0,-174331.0,-202602.0,-185312.0,-197326.0,-191371.0,-203031.0,-194872.75,9078.765631268383,15,0.07739152499365644,0.0020259070538400144,0.0024554037297582656,0.17244848441808994,0.0842140823319338,0.0015963063925931384,0.10185441128751187,0.02498930775340625,0.0009210704066218821,0.004663148852619954,0.033602478411474845,0.08012027097194885,0.05289559345090608,0.0010438541551535696,0.17378239935644912,0.00570503146968972,0.10990329469920572,0.03801540111121942,0.07393659468478707,0.0030688778954862943,0.05223167217131761,0.05425462189159839,15
8.579394114017486,1.6797957400808334,44.08319071531296,0.5962448193325249,liblinear,l2,"{0: 0.45, 1: 0.55}",0.001,"{'lr__solver': 'liblinear', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 0.001}",-153118.0,-147645.0,-152248.0,-146427.0,-149731.0,-170023.0,-143132.0,-160808.0,-143056.0,-141619.0,-170621.0,-139531.0,-138585.0,-160056.0,-138024.0,-137674.0,-153944.0,-145376.0,-147329.0,-144782.0,-149186.45,9581.727602447274,10,0.2920692756497475,0.32168865072822206,0.2968472929092877,0.3281912886368054,0.31044419696673975,0.198160859992229,0.3457486189418531,0.2498719798892044,0.3461976320582878,0.35380226624387695,0.19477076435447574,0.36481538165039845,0.36979585366682144,0.2540461352432332,0.3727238776410941,0.3745559854295345,0.2875301615156378,0.3338281473023123,0.32335432169433315,0.3369998060268596,0.31277212482704775,0.05220605447088773,10
12.777689015865326,5.35394205272168,43.945246851444246,0.48982661588554005,liblinear,l2,"{0: 0.95, 1: 0.05}",1.0,"{'lr__solver': 'liblinear', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.95, 1: 0.05}, 'lr__C': 1.0}",-196451.0,-192429.0,-191208.0,-195228.0,-203530.0,-192053.0,-188657.0,-196691.0,-197807.0,-186771.0,-196877.0,-192139.0,-193581.0,-188477.0,-184892.0,-193097.0,-194746.0,-193588.0,-190820.0,-177326.0,-192318.4,5354.564393113599,13,0.043272390875672515,0.06756511315340187,0.07494258431040735,0.050678139127898494,0.0,0.06983020489174503,0.09007760532150777,0.041879207703826346,0.035054990611359034,0.10122990730610626,0.04067862667007686,0.06934779188400884,0.06068579188592768,0.09119053642200618,0.11241141980119666,0.06350976280800417,0.05361848896661444,0.06057555876253653,0.07721121314644756,0.15648569358497735,0.06801225136168605,0.031980601342916706,13
13.00838656425476,1.94428377964102,43.498554706573486,0.5162077146756189,liblinear,l2,"{0: 0.55, 1: 0.45}",1.0,"{'lr__solver': 'liblinear', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.55, 1: 0.45}, 'lr__C': 1.0}",-125107.0,-144502.0,-152782.0,-106929.0,-126261.0,-137396.0,-131939.0,-139261.0,-113281.0,-152426.0,-141423.0,-120135.0,-134843.0,-155998.0,-103966.0,-148701.0,-119216.0,-139213.0,-129142.0,-152991.0,-133775.6,15208.945987148485,6,0.4393974869273395,0.3384453877401981,0.29390069614125663,0.5298461068635684,0.43352826945827105,0.3760023524887748,0.4043741641098262,0.36622272598469824,0.4986707970823447,0.2958389014331137,0.35480461024347,0.4645314248363117,0.389329244229967,0.2763377152379189,0.5442380232848866,0.31594824619760964,0.4691478291673124,0.3664770151418986,0.4187942309415032,0.2927647506398285,0.3934299989075049,0.07851137844579942,6
4.712001252174377,0.5375292932513303,43.0111526966095,0.4387645856952336,lbfgs,l2,"{0: 0.45, 1: 0.55}",10.0,"{'lr__solver': 'lbfgs', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.45, 1: 0.55}, 'lr__C': 10.0}",-134428.0,-144027.0,-165353.0,-138800.0,-143565.0,-169699.0,-144724.0,-154426.0,-143544.0,-163997.0,-154099.0,-134970.0,-146843.0,-164029.0,-145622.0,-137804.0,-144221.0,-157883.0,-130762.0,-143037.0,-148091.65,10982.891205302,8,0.39148955351709536,0.3410347303751154,0.22453828327988576,0.36864166761073974,0.34348405618783967,0.20001176885959748,0.33728188800255626,0.2849968250303066,0.343607969107747,0.2321165665677362,0.28678261070270394,0.38868281903559304,0.32600988151333543,0.2319440062630724,0.33251090855093324,0.37387565763421393,0.33996692706848375,0.26602344809991535,0.4104686904040744,0.34628609162947444,0.318487717472021,0.05941267682711523,8
153.8993315577507,72.92139509859096,33.52469345331192,8.979217648628163,newton-cg,l2,"{0: 0.05, 1: 0.95}",0.1,"{'lr__solver': 'newton-cg', 'lr__penalty': 'l2', 'lr__class_weight': {0: 0.05, 1: 0.95}, 'lr__C': 0.1}",-1788.0,-1788.0,-1788.0,-1788.0,-1787.0,-203051.0,-1787.0,-1787.0,-203530.0,-1787.0,-202991.0,-1788.0,-203350.0,-1788.0,-203470.0,-203181.0,-1787.0,-1787.0,-203520.0,-202434.0,-82348.85,98667.34324247055,2,0.9827334794742789,0.9827334794742789,0.9827334794742789,0.9827334794742789,0.9827429697156982,0.002946195111771277,0.9827429697156982,0.9827429697156982,0.0,0.9827429697156982,0.003314225391876466,0.9827334794742789,0.001105243767653199,0.9827334794742789,0.0003684688889434769,0.0021486101561732636,0.9827429697156982,0.9827429697156982,6.141525309225799e-05,0.0067463140593185,0.5904774583884346,0.48042125236472016,2
